sample_id,feature0,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106
872,0.755003412,275251.2,1.049853098,2.106827882,113.9115494,5.372031176,0.294094622,-5.78392E+11,2970.553562,-5.30079E+14,0.612245962,1.171152014,660183.7088,6.203052713,7.635643873,1.036192214,-4.25099E+13,79.94899303,99.7929874,-1.170848433,1890,54563.70456,0.001758336,249.17094,277308.9221,,31.28087865,0.450915927,0.203067345,0.935848422,-0.868697911,96.25636482,42,1.944016835,0.642057324,5.111676588,2.17921E+12,402607.1887,1.431797879,15027295.23,0.88094445,215.56597,5761507864,-78786.60656,21.17266581,-0.02594186,17.73500745,70030.73751,76347950.6,-64.3016795,336788.7867,-3.30831E+15,180188.9039,1.168003904,275251.2,570355.7337,-4.531786139,0,27064.40702,-0.812452847,69638553.6,-25580.29449,98.98160057,332560.3769,1075.2,10.5,-1.19454E+13,53.42150197,182310.3836,173.0681688,72219.88795,1.033457546,7893491.802,2070.868907,102493.5897,204.5870728,1.796661425,0,4300.8,1.71E+16,0.84,32.78740936,-75513001756,0.005005678,1.00587E+14,0.003128563,2.22458E+12,1.23344E+11,17203.2,30465971.77,2801.418121,3.06429E+12,1075.2,21.16689594,-951039.104,90.40056893,154748.1751,-0.427874606,227.8622019,125973.9045,0,-1654367207,258.2985461,,192.8479669,3.423037666,0.166473533
873,1.624535182,275251.2,2.054399401,0.326519427,98.03400597,3.923718878,-0.537074997,6.36E+11,15246.70519,4.37592E+14,,0.502369236,940232.7776,18.56593633,16.2600833,1.039397017,-4.61214E+13,125.2852081,110.1333998,1.588712671,1890,342660.8979,0.045464937,438.6141325,,337687.1452,45.68244607,0.659353434,0.205381334,2.8191076,-4.191729144,-26.8504466,42,14.5357413,1.540287095,15.71693241,1.06869E+13,504454.9035,0.310976737,46222507.82,2.345987635,131.8467481,1104391833,-136450.7014,31.61711766,14.79339849,26.7473438,119511.0165,529159384.6,0.366975072,300239.8789,5.36344E+14,185987.1605,1.166677958,275251.2,399625.0429,-45.26084598,0,-2754.73016,17.92184674,69638553.6,107294.1986,82.38040725,403190.8378,1075.2,10.5,-2.55705E+12,80.96260127,651125.3355,128.1309263,,0.036910652,-705090.1839,17703.74204,335521.6285,500.8300825,18.29160224,0,4300.8,-5.00193E+15,0.84,2.614959221,-3975467312,0.987537499,-3.13103E+12,1.003440485,3.27968E+11,72686256778,17203.2,-71205608.8,8880.954595,-3.07872E+12,,63.51682857,615587.6483,103.687875,-292963.7158,17.6665668,225.7056074,24260.00604,0,-625770382.8,208.4378041,,,17.75550399,0.11068815
874,1.298663447,,1.054548855,0.079694373,257.2445115,3.470052979,0.273807717,-1.56704E+11,22712.09605,1.72257E+14,1.027499518,0.870477277,615094.0027,-2.044204292,-1.659158624,0.399034217,-6.80412E+12,99.87143397,77.63313023,1.71621822,1890,110112.4025,-0.151907264,407.0458414,334709.0104,356288.3727,24.84778992,-2.276176517,0.255659495,2.618972587,0.813707827,137.5524525,42,0.996708707,,-0.65248051,1.63357E+13,465493.6531,0.943582999,136494180.8,0.878103761,192.9307009,3672327947,80952.74592,16.27197336,-0.011888484,15.43246287,113327.7525,-336298649.3,81.90992925,577962.4701,7.14963E+14,243596.8847,1.613276818,275251.2,530490.3998,4.107846216,0,6477.403594,0.679937429,69638553.6,24742.65419,103.178527,432596.7943,1075.2,10.5,-2.4718E+13,92.93167738,645470.1838,73.77039109,24898.73541,1.021734791,3009129.572,55701.25908,583734.9806,499.5604904,0.080723268,0,4300.8,2.31E+16,0.84,,-13560867258,0.539368494,-6.10895E+13,-0.00387393,-3.23738E+12,-1.44498E+11,17203.2,14407859.94,23660.41616,1.32725E+13,1075.2,27.69179638,-3221232.109,,-650701.6651,-3.285596245,404.23021,15443.42581,0,1358011375,,486.9529073,,5.197699984,
875,1.232330938,275251.2,2.053997007,0.188050049,221.1776521,18.11612967,0.067484762,-39884015778,11973.983,1.5437E+14,0.985272875,2.274524977,925450.6353,-1.151622925,-2.240843188,1.044479505,1.44669E+13,206.7698044,113.6264069,0.545648528,1890,56165.32032,0.074376823,312.8510869,392397.2827,315388.5055,51.05853482,-0.926399761,0.667908495,0.955828082,-2.999457781,66.1601126,42,0.47227011,2.717475201,0.2258763,1.44371E+13,128307.0578,,85947710.91,0.248140127,151.0398853,3860670126,73510.82976,28.89991962,-0.018336198,11.80645959,31972.45105,192164902.2,-5.300029699,679665.2235,4.84793E+15,,1.74269618,275251.2,437986.3434,31.22442403,0,105104.5801,-0.332789405,69638553.6,66942.12507,87.43153695,196626.3834,1075.2,10.5,1.77856E+13,45.13096708,327628.2548,166.8584698,64810.83014,0.027437176,942387.3865,647.6185377,168549.9056,723.2982394,-1.384293796,0,4300.8,1.11E+16,,-4.145697763,17070240152,0.193055767,2.02655E+13,-0.002239729,1.20363E+12,-51118036726,17203.2,9927833.097,,2.31453E+12,1075.2,60.23512661,1087614.781,152.4295995,556240.0941,1.869379514,147.3841335,,0,-9585509.469,125.1399089,280.4802729,75.97625308,-5.752696751,0.408628921
876,,275251.2,1.051690886,0.707284414,254.1506323,13.43756672,0.025162253,4.62821E+11,-8629.709124,-5.3733E+14,,0.518478948,464176.4171,0.04993988,0.160555207,1.031704817,3.6188E+13,223.0004629,58.59417916,30.30367516,1890,480881.9051,1.038842333,316.4088253,209314.5001,5829.20088,29.05649153,-0.961142758,0.761692195,0.710275879,1.786800982,58.54953027,42,6.519765673,0.110463006,0.15650161,-5.07886E+12,62700.96095,2.97393286,-13790102.11,0.182752134,177.407438,838484397,-177844.5516,22.60689658,,8.961592593,,-239585858.9,90.13321762,554214.8976,2.93505E+15,161807.5365,0.876826188,275251.2,62594.24215,-51.8531652,0,-54297.47546,-0.038751507,,-5814.041852,,535508.7332,1075.2,10.5,-1.29926E+13,69.53690586,111245.9598,112.3615531,96217.38805,1.004953464,-443886.5482,,,483.5246956,1.110535174,0,4300.8,3.369E+15,0.84,6.84095488,-10962692241,1.092948634,2.24577E+12,0.008137049,,-11028421119,17203.2,8305001.769,13689.34225,-1.75507E+13,1075.2,26.42426508,-4304849.67,22.49611983,-33070.04726,-2.142286008,264.2027928,87870.87039,0,-628476441.1,,166.8354492,179.3804938,2.269504694,0.033261171
877,0.237219468,275251.2,1.059600536,2.170216011,238.8831888,5.180029063,-0.112888379,3.1757E+11,16759.78565,6.91034E+14,1.020977608,0.146183974,746313.113,0.997313544,-0.910508829,0.057986323,-9.59772E+12,159.9341184,106.9777692,-1.371406775,1890,363413.2486,0.03656029,353.879435,366222.8665,775473.9689,34.76435654,2.58011056,0.373279183,,,50.84456258,42,-1.999710007,1.13733854,-0.138731316,-4.90365E+12,224406.3508,0.365559872,6648009.582,0.147810922,175.6033494,,115968.7065,32.3273623,0.06541071,25.11584341,192715.9667,621157741.1,26.87777457,757693.8362,-3.51609E+15,18863.92123,0.214183252,275251.2,127376.7615,-45.23073383,0,-13669.12746,-1.596800806,69638553.6,131213.6637,112.316546,8555.152332,,10.5,5.93903E+12,88.84272087,459131.5912,167.2521764,51888.33819,1.041023385,1985486.318,8549.780047,549352.8479,392.3001009,0.26721336,0,4300.8,1.17E+16,0.84,8.779188714,-39253309349,0.973195129,,,2.26813E+12,1.38418E+11,17203.2,59314219.75,21113.08066,-8.4455E+12,1075.2,,3455889.072,129.2922581,741709.5716,-1.683758141,151.1695061,,0,-370351186.9,251.3276014,511.2630877,149.1671046,2.665787177,0.053774644
878,0.835400125,275251.2,1.043392697,0.400542431,372.8691781,3.200816322,-0.025589083,-6.87183E+11,32427.61695,5.30513E+14,0.521157197,0.755654591,236255.3728,2.548705713,12.53049166,1.036480435,81995459575,81.7908576,,13.27003403,1890,299645.3571,0.040036406,,398656.3286,486034.8632,14.25825155,9.705263169,1.31105237,0.045063287,4.699948063,-31.24656517,,7.858467472,0.429203195,10.48605147,-8.59168E+12,281872.7446,1.563753975,-24324659.26,1.361146925,263.8462265,-675061647.7,37345.71138,21.23937818,0.360404602,16.59072355,116066.6791,-216061148.4,-22.83366129,496817.9295,-2.05272E+15,108548.1986,0.366610058,275251.2,163737.6366,-28.93656547,0,12276.49496,4.169085592,69638553.6,1037.718403,,122261.359,1075.2,10.5,-1.47751E+13,81.5362162,25862.34069,,82207.28777,0.059252019,-3535511.902,94173.99392,323918.5442,413.3671756,6.402754213,0,4300.8,-4.02787E+15,0.84,9.41245545,-35317040340,0.858533893,-4.26514E+13,0.003296814,,55782945098,17203.2,-35093191.47,12048.80705,-2.82599E+12,1075.2,38.06791966,-858807.8726,71.22667013,199097.527,5.325454655,252.859747,83468.88042,0,-162984581.9,224.1586611,,237.8736024,9.966166007,0.781701925
879,0.157460349,275251.2,1.057188122,,274.7935412,5.080876343,-0.742122348,1.60394E+11,27683.98419,-1.86604E+14,0.604756076,0.677421996,63613.86527,0.655226711,-0.315281342,1.039305867,6.46122E+12,130.1905482,87.89517287,-0.653613063,1890,272505.7608,-0.008631934,520.4867363,30733.69817,635214.8165,30.39465221,-0.048642232,0.682623654,1.449623028,-1.992087857,124.155002,42,-0.718831686,0.629492485,-0.538589764,3.83645E+12,37942.64034,0.06720939,54957580.29,0.073466765,240.0428622,,27690.22577,19.88902448,0.283573471,13.10570896,3571.961076,190286715.6,45.30429247,,3.28821E+15,114846.98,0.20887544,275251.2,91201.90478,-35.07039904,0,22640.17273,2.333009837,69638553.6,37074.22361,148.1979044,227796.8953,1075.2,10.5,1.81401E+12,67.20261673,638393.1527,183.157709,2294.171351,1.027064746,718613.151,43837.30516,310055.2308,413.4028811,-1.796047994,0,4300.8,4.14726E+15,0.84,32.3550061,-30402768448,0.535906845,-4.35794E+13,0.004856684,-2.62316E+12,-67823553736,17203.2,16161415.6,25636.19063,5.07806E+12,1075.2,57.9424122,703629.1342,104.9557957,184573.0613,2.026645927,351.498561,5838.545018,0,78163529.66,178.9265593,429.5749671,,2.532843715,
880,0.165914338,275251.2,1.053579134,0.636147614,178.235459,3.461034006,0.912269685,-2.35971E+11,11088.77439,1.34249E+15,0.530383573,0.308847356,138786.5032,8.95922627,7.581906361,1.051599998,-2.8448E+12,135.7362372,114.7730533,-6.709452443,1890,437305.8973,0.012440929,402.2298772,252216.4851,676663.9913,22.38746241,9.462660299,0.775785685,0.158171081,6.355371857,-25.00811241,42,6.569520203,2.10495599,7.370320837,-2.7504E+12,333239.2649,1.985647255,169528720.7,0.012656637,216.2573235,2004624145,74677.99246,20.83070267,-0.218105595,26.78523366,187475.6519,197155300.3,-31.92698277,224103.5454,-4.50482E+15,71406.86182,0.81344041,275251.2,529333.6739,-3.938765104,0,-18391.24232,7.477721346,69638553.6,23968.32589,128.5043629,305857.2389,1075.2,10.5,1.3874E+13,33.80457673,437024.7651,139.0483273,92883.48987,0.052150185,5464144.124,80465.62151,736046.5821,514.5818566,3.689279893,0,4300.8,3.34673E+15,0.84,-2.764277093,1.03881E+11,0.118343364,2.38295E+13,,8.46705E+11,-24729727353,17203.2,-37238876.05,23718.57646,5.45111E+12,1075.2,55.23523645,1648928.214,66.7516648,-703849.2634,7.201359016,292.7451892,35555.80986,0,-1214947601,196.264057,277.7366104,66.99579824,9.381000046,0.555310523
881,,275251.2,1.052470263,0.810918751,,5.251978662,-0.471643129,-4.36955E+11,21827.43575,1.79413E+15,0.705719909,0.730343946,313784.37,-4.040879645,0.40241384,1.045956425,1.13485E+13,206.1068932,72.44072212,-5.706705377,1890,432512.2719,0.11555062,346.870823,363531.1091,585931.5631,39.74418381,-0.320751166,0.141962074,,1.511605632,72.19450579,42,-0.768098589,0.897465289,-0.464300383,3.20202E+12,476940.2802,2.462788838,-91040647.6,0.254008645,223.9449367,2279095672,41159.45399,22.65537906,-0.741973687,12.99270863,203929.4862,18466243.42,50.80463221,131348.0835,8.48118E+15,20430.87452,0.905465396,275251.2,332188.0571,-5.807543906,0,-47398.54897,5.461912959,69638553.6,112765.7096,110.9284233,163062.3522,1075.2,10.5,2.51733E+13,54.71772273,17416.83342,106.5585324,60704.92171,0.019622376,6836.403474,123438.2873,567835.3715,454.475449,0.401470968,0,4300.8,1.20E+16,0.84,26.4961154,1.27552E+11,1.15175462,5.87219E+13,0.004352257,8.61791E+11,32447544281,17203.2,-11421749.46,7745.059101,1.35456E+12,1075.2,63.78653745,2178870.533,114.2744654,-486441.4529,-2.737880722,232.2759599,65474.38049,0,1531474005,244.2818468,443.9921054,152.0253795,1.998861725,0.645461428
882,1.130181641,275251.2,1.04099356,0.092919538,175.5461228,4.116999745,-0.296712556,-3.07378E+11,-227.0005209,6.43001E+13,1.036940868,3.781561864,684676.2436,0.951917719,-0.182438759,0.267317551,3.16761E+13,67.28099111,109.4165424,-0.729626581,,315784.1453,-0.056322567,357.9875275,374164.4942,413647.8126,19.27721761,-0.338751812,0.160151177,0.780055504,-0.86203817,25.84724858,42,3.222385644,0.361349329,3.115637132,9.62216E+12,3568.112546,0.746840636,-93952281.81,0.258511731,206.393742,-595088415.3,-46768.09098,19.39018937,0.307358178,17.64108532,55254.13817,-177396944.7,-7.864535356,286433.3697,2.16105E+15,229464.1529,0.510783156,275251.2,152838.2049,5.355972573,0,12156.28007,-0.742230256,69638553.6,-69752.6588,,243622.9513,1075.2,10.5,-1.78513E+13,52.08740286,598866.9447,95.44398823,88803.78555,1.032641351,-604966.4271,17759.56962,468332.5128,248.1963924,-3.016205538,0,4300.8,-1.09E+16,0.84,12.90304769,-34042641134,0.320522537,-6.01742E+12,0.00405537,-2.67506E+12,3949695125,17203.2,11041639.9,,2.83223E+12,1075.2,43.28175753,4308554.147,51.55893515,,-0.031250463,223.2299824,57612.35039,0,-1573323337,183.996872,532.7481071,,-0.594766005,0.023870488
883,1.319256051,275251.2,2.053114545,4.401544123,245.3365478,5.768847285,0.225520807,5.28722E+11,10085.91523,-1.37331E+15,0.490944365,0.58365814,172545.133,-1.09699798,-1.05613091,1.03897573,8.39694E+12,153.0051119,109.5802763,5.086888378,1890,151245.3592,-0.071082926,243.0018584,168582.1925,269230.505,47.21089756,1.708259844,0.665926482,0.215961739,-1.466613122,66.90505616,42,1.819943494,2.650304847,0.664448367,-3.0506E+12,383823.9622,0.714635906,-140350147.6,0.639927223,237.5993037,-1349055597,47067.71979,33.86082148,0.450549132,17.85314392,72886.92753,584998957.4,54.23534436,628458.479,-1.0331E+14,269105.7421,2.70904406,275251.2,318096.6785,,0,-28290.62271,5.087960122,69638553.6,28320.14664,30.09481606,11969.86263,1075.2,10.5,-2.67247E+13,56.00288253,679096.7369,58.90100066,4806.44208,0.034966798,-1137133.515,98361.8632,533412.0315,424.1156989,-2.71448439,0,4300.8,-1.90E+16,0.84,-0.456426143,92180747753,0.033950311,1.06696E+14,,-8.12633E+11,1.43504E+11,17203.2,-10113258.41,21711.94932,-8.45992E+12,1075.2,34.16082644,2581727.069,116.9579638,337061.6166,-0.715826183,364.1116475,70036.50128,0,1430713123,115.098714,485.0706348,190.9361518,-0.445445477,0.537704529
884,0.675725914,275251.2,1.048818234,1.526032004,156.8859399,12.5578272,-0.461883815,,15518.97565,6.74273E+14,1.032157708,0.120900575,287473.5971,1.106406364,2.477987774,1.039391197,9.83298E+12,82.28143317,67.61422717,25.88677023,1890,156564.6413,1.065284718,382.6744978,165925.586,363731.7684,6.998590194,-0.399583416,1.98297527,0.125000394,1.183678044,-7.258953439,42,2.171808642,2.925933749,-1.311149257,-5.3144E+12,477525.1853,0.588987067,-17780321.67,0.370416453,109.6222671,,68612.78338,24.03647591,-0.028318706,11.08233055,178539.4803,393231954.6,-53.37637908,617200.5515,-5.24129E+15,185618.5861,0.427812117,275251.2,434236.9488,40.71490436,0,-49277.49159,-0.901496881,69638553.6,-53000.29895,112.7755418,98395.41306,1075.2,,9.02686E+12,112.2825232,355125.0912,56.22972282,20869.33338,1.019235059,3413876.75,14016.25497,529663.1373,221.9683712,4.241585443,0,4300.8,7.21603E+15,0.84,,-68557312037,0.222393039,6.47104E+13,,-1.56758E+11,1.34753E+11,17203.2,-59554873.44,17969.27635,1.66334E+12,1075.2,58.94477244,1526270.581,93.00691001,,-0.370290696,,136015.6078,0,1272345207,163.0464184,399.2236376,96.66347027,-1.335250479,1.392809964
885,0.635740318,275251.2,,0.158019688,182.3739612,6.91596954,0.038275221,-3.77367E+11,12039.03124,-1.60486E+15,0.58280589,0.132263616,367429.7237,3.817059245,0.290492615,1.032153793,-7.93813E+12,135.4804408,125.2048922,6.161746627,1890,239943.4738,0.099659883,435.3232786,171979.9575,561671.843,47.72433076,1.656446325,1.847868327,0.941918461,3.174026249,104.7411241,42,2.799883002,0.35420363,4.975974732,-8.86319E+12,331543.1971,,43731057.44,0.723446665,150.3310527,-612959863.7,85094.59325,16.1600853,-0.145732492,10.80084915,133814.6833,-89691991.95,26.68023661,729660.1505,1.22593E+15,100342.6845,0.095034158,275251.2,293585.7455,64.4014746,0,-18416.19534,1.306994279,69638553.6,57503.11231,131.5275062,537644.1096,1075.2,10.5,1.36555E+13,52.768037,634147.3069,183.7378422,77719.87494,1.021225419,1922519.635,153426.3923,685214.1698,353.1114536,-1.247888248,0,4300.8,-1.84E+16,,10.85507642,,0.522094818,-4.96836E+13,1.005782715,-7.2606E+11,13608882515,17203.2,-82785582.61,9195.739959,-2.23987E+12,1075.2,37.30079167,1576382.67,90.87552513,486527.9005,3.790429702,327.4243094,34480.63133,0,1041494145,159.3643433,230.7427597,140.3627748,0.353967081,0.330283069
886,0.17670396,275251.2,1.057992085,0.560133716,241.7105622,19.2675315,0.517964571,-1.84619E+11,-40345.18431,-6.48578E+14,1.036361113,0.71547141,680175.5558,3.484275113,-2.267022146,1.045818279,2.67467E+13,104.3189896,116.0297173,20.72177849,1890,423800.963,0.065855636,,39859.92833,671301.9025,20.68498406,-0.680056127,1.368606897,0.474401244,3.444979679,45.60752217,,1.475063508,,1.780600421,6.91105E+11,278351.5027,0.152221398,-3662072.212,0.504057622,199.1627338,780044687.2,-49662.6738,30.09056386,-0.064875605,5.715203968,59354.47431,14733498.61,44.51421592,246984.8706,1.60795E+15,232588.7454,1.349010562,275251.2,580337.0187,36.07478554,0,86545.53397,2.728781712,69638553.6,-98989.77905,131.2498735,79603.94878,1075.2,10.5,-1.82729E+13,111.0266777,749551.0127,224.3804316,94691.88105,0.73567179,5932366.722,137101.2812,,334.6443344,1.11237861,0,4300.8,-1.53E+16,0.84,20.46623084,1.04155E+11,,-6.52943E+13,1.011485729,8.2555E+11,9916447607,17203.2,46223714.35,5823.490981,4.5523E+12,1075.2,24.77460925,2355431.492,137.9125838,-150835.9829,-1.809958448,263.7728657,276.8825869,0,-209203160.2,,639.0114007,167.6959448,3.109812183,0.498354142
887,3.344131322,36511.8795,3.264778738,8.557084553,186.628702,-0.57555499,-0.269335006,4.12341E+12,-26101.58171,-4.09241E+14,3.199204107,3.975864531,5573261.964,55.35962484,4.152288569,-0.741167466,2.26134E+14,847.6482574,25.47585275,-3.716930346,383.056926,709489.4594,0.244297493,1461.289923,282766.6181,5440316.968,24.19892203,2.934546181,,8.684325509,3.217381995,175.6512147,42,10.11591056,15.33706899,63.70583279,1.41408E+13,2232324.808,-3.454979407,813352776.3,-0.92525627,531.3829726,,69642.91174,56.7036754,-0.392448386,12.84586348,143587.5678,,-21.85179412,397555.8627,,1298426.83,2.704590874,805235.0649,118713.9294,238.6818279,0,625517.0816,24.27625845,69638553.6,-101307.736,133.9465514,1638274.637,1938.679502,10.5,1.48677E+14,-26.55686499,1244805.082,199.2347654,519184.5161,10.62245665,-1761808.231,38729.40912,306519.444,1288.517664,6.468964087,0,4300.8,1.15E+17,-1.080021839,137.5819294,5.95832E+11,2.063361622,-1.35247E+13,0.009028607,7.46938E+12,1.08553E+11,22740.20789,427274905.4,75593.60784,4.60991E+12,1075.2,247.4502881,2129031.809,,3273870.663,15.03369955,414.186157,264312.9383,0,8908501673,163.8695279,432.7435279,174.381952,32.1922656,0.000865929
888,1.979033494,,1.045594704,1.063622673,152.2810092,3.675033538,0.532674354,-16529249647,2669.362155,-2.91343E+14,,0.061085158,258704.0488,0.818812089,-0.28237415,1.04238622,1.37618E+13,161.2074664,106.1983954,1.959417501,1890,517553.3607,-0.000467962,457.4385478,386458.3168,,40.74083486,-2.332918077,2.316543076,0.24141367,-0.375417438,35.80834534,42,0.909332859,0.03680661,-3.203981848,-6.48044E+12,282479.2344,3.132331569,121694227.3,0.022557552,181.7440364,1412497578,157086.1171,11.74932142,0.091632084,6.952088352,22210.05184,,,363794.6315,1.17793E+14,,2.150241678,275251.2,105905.2631,18.31926828,0,-80341.87797,-1.37092946,69638553.6,19393.38915,85.3352938,166351.8245,1075.2,10.5,1.29628E+13,62.69453551,497543.999,196.9995003,51404.02766,0.053011667,467260.5018,81190.70355,750811.56,480.1122302,-2.284067997,0,4300.8,-4.22514E+15,0.84,8.575900945,98103105042,0.271106763,-7.8705E+13,0.003499252,-32420527997,-1.29429E+11,17203.2,54107293.68,6431.132221,-1.00423E+13,1075.2,59.17840535,4045651.399,129.6307137,-807501.8982,0.519676239,121.6504895,67171.6462,0,822389814,221.3393899,615.3765282,209.9096002,3.139315626,2.64045687
889,0.109976721,275251.2,1.052182926,0.121218283,139.2515837,18.83510983,-0.763878234,3.73986E+11,52791.76932,1.20638E+14,1.033808512,2.864335441,560706.3011,2.758873221,-1.27430891,1.031669392,3.86947E+13,35.62249047,125.3219893,27.91191291,1890,494092.2677,-0.029251537,182.3252997,152111.8474,775032.3454,35.99119996,-1.357419584,1.209547814,0.221697044,2.305067171,103.3174381,42,0.546490664,0.134135163,3.951546577,-7.664E+12,224551.2603,0.89231262,127106339.7,0.241578729,131.3026238,256465649,-46580.36003,40.34586059,0.111369735,16.75960772,116816.5659,-101917155.8,-25.18466043,573594.3025,-9.47735E+15,,0.581071601,275251.2,,23.72273984,0,33656.65989,3.23766565,69638553.6,-37730.24544,92.44048505,229004.8628,,10.5,1.76252E+13,143.0534613,256769.6956,195.6008805,57614.02453,1.008075885,6318610.278,55172.03064,749266.5331,397.7365917,4.162493028,0,4300.8,-1.59E+16,0.84,6.546341843,-3874503300,0.12430193,-8.67277E+13,0.998438005,8.45221E+11,61914295619,17203.2,101533605.9,17527.51844,-4.76269E+12,1075.2,28.8563811,-521693.0917,97.52827199,754944.9913,0.543758185,128.8531719,132091.5825,0,-455595857.8,170.339696,404.687282,129.3867444,-0.402628558,1.834754542
890,4.200712175,275251.2,,0.098401022,187.938726,7.620197943,-0.163554404,-4.07939E+11,13638.15531,1.36312E+14,1.028740474,1.621852388,100459.2865,2.161135804,2.533127357,1.04522994,-2.4739E+13,146.3728898,112.6473664,0.258480192,1890,511760.0464,1.085116077,459.8955627,445713.4953,800201.4288,38.50742418,0.118119334,0.323737822,0.224471556,3.64088643,6.462660256,42,3.749052831,3.269322651,2.250807489,-1.03554E+13,,0.767687447,-63431041.08,0.717108586,46.99093428,3013014249,33971.37478,16.61688551,0.366703823,8.703075674,58214.5349,258095859.9,-25.37873533,192151.4108,-8.0922E+15,69335.23289,2.080047156,275251.2,236835.8581,24.79188948,0,-39214.93352,3.110334333,69638553.6,-12957.72351,106.5265108,113185.3092,1075.2,10.5,-3.19614E+13,78.11751027,243160.1614,139.5348042,1095.29466,1.018606352,-1819930.199,73686.75189,400295.8351,,-0.689344189,0,,-1.76347E+15,0.84,-13.42314205,,1.392472998,-1.90293E+13,-0.001220922,-1.68849E+12,36639757993,17203.2,5454040.997,23966.4625,6.39514E+12,1075.2,29.22288691,2856520.793,60.87623719,-539005.9789,-2.277657236,372.1522919,63319.27794,0,-195773976.5,192.4575154,433.937652,159.2246437,-2.920962111,0.894867484
891,,275251.2,1.06240046,1.093733655,184.6173748,4.042753286,-0.688609206,1.92829E+11,16034.51387,-9.56145E+12,0.530607954,1.002088594,877743.2713,5.720480262,10.03231836,1.039491589,-2.92076E+12,52.85953284,48.59238694,-8.467955827,1890,203638.6222,0.045606392,285.6299844,131779.6669,539909.5219,28.57578628,8.936483384,1.291480011,0.457309451,9.723868936,55.41328283,42,4.82615704,2.370066325,11.74484467,8.01716E+12,,1.349905511,-129672943,0.257748012,175.6350272,-2786122886,64546.12368,13.05005435,-0.26691073,18.58863295,87435.56116,114180052,-25.31975493,571959.3152,6.3764E+14,114234.4971,,275251.2,34104.60779,63.31166628,0,-2226.671356,2.759024601,69638553.6,20035.49037,107.7859302,213989.433,,10.5,1.3304E+13,38.06396629,472730.491,,76484.05903,0.044600401,8857896.681,141653.9363,557878.7833,282.1143136,2.891658264,0,4300.8,7.59238E+15,0.84,2.87760972,-9348918804,0.908440206,1.89823E+13,0.011335414,1.0885E+12,-15163113775,17203.2,113075136.2,3435.258683,-1.59665E+13,1075.2,63.91242675,3605275.402,125.1233424,136368.5751,4.81891007,335.9486785,122748.1569,0,-1399051550,94.98865701,427.308587,133.6717792,11.5698891,1.629430043
892,0.499680938,275251.2,1.056773921,0.28113002,,7.113965409,0.375658381,-2.71789E+11,-21415.75346,-3.03519E+14,0.44731145,,590924.8332,11.50828927,13.67493122,0.924985393,-1.71498E+13,132.5986451,89.33322624,2.368388492,1890,455923.8897,0.009577552,363.3187841,69760.11865,174033.2576,39.4346676,13.97598686,1.721179378,,8.543508496,46.44120085,42,15.29156959,,10.08062303,-1.65172E+13,405949.3348,4.540917373,97311292.56,0.649846231,222.8934105,-337325421.3,29674.42439,27.4353011,-0.202311505,24.55462369,93382.25988,7978466.277,-11.19839355,258420.5959,-4.61699E+15,144883.3331,0.061359228,275251.2,74533.54713,-2.045987573,0,139210.1282,8.843735404,69638553.6,33415.86576,152.2353143,351758.7291,1075.2,10.5,-1.65988E+13,122.7414281,274763.6817,87.2224557,86527.69258,0.013107158,2316831.346,,586866.9237,461.3034216,6.871592993,0,4300.8,-1.91E+16,0.84,17.27041169,1.89686E+11,1.528594553,-2.83644E+13,,-1.30275E+11,-89793561125,17203.2,73066963.19,,-1.97343E+13,1075.2,37.14405658,-2802421.715,131.0498921,1175270.888,9.981824077,315.8639293,,0,2429341548,199.7259573,303.8618016,114.4346283,11.93290098,1.332739699
